#OTU ID	GB51	GB52	GB53	GB54	GB55	GB56
ASV45270	166	0	0	0	0	0
ASV45271	179	0	0	0	0	0
ASV45272	235	0	0	0	0	0
ASV45273	179	0	0	0	0	0
ASV45274	179	0	0	0	0	0
ASV45275	0	108	0	0	0	0
ASV45276	0	195	0	0	0	0
ASV45277	0	166	0	0	0	0
ASV45278	0	182	0	0	0	0
ASV45279	0	78	0	0	0	0
ASV45280	0	121	0	0	0	0
ASV45281	0	75	0	0	0	0
ASV45282	0	166	0	0	0	0
ASV45283	0	166	0	0	0	0
ASV45284	0	89	0	0	0	0
ASV45285	0	49	0	0	0	0
ASV45287	0	121	0	0	0	0
ASV45288	0	108	0	0	0	0
ASV45289	0	111	0	0	0	0
ASV45290	0	156	0	0	0	0
ASV45291	0	154	0	0	0	0
ASV45292	0	38	0	0	0	0
ASV45293	0	353	0	0	0	0
ASV45294	0	97	0	0	0	0
ASV45295	0	169	0	0	0	0
ASV45296	0	182	0	0	0	0
ASV45297	0	182	0	0	0	0
ASV45298	0	61	0	0	0	0
ASV45299	0	46	0	0	0	0
ASV45300	0	121	0	0	0	0
ASV45301	0	108	0	0	0	0
ASV45302	0	108	0	0	0	0
ASV45303	0	166	0	0	0	0
ASV45304	0	166	0	0	0	0
ASV45305	0	166	0	0	0	0
ASV45306	0	166	0	0	0	0
ASV45307	0	144	0	0	0	0
ASV45308	0	173	0	0	0	0
ASV45309	0	166	0	0	0	0
ASV45310	0	182	0	0	0	0
ASV45311	0	208	0	0	0	0
ASV45312	0	166	0	0	0	0
ASV45313	0	121	0	0	0	0
ASV45314	0	35	0	0	0	0
ASV45315	0	154	0	0	0	0
ASV45316	0	165	0	0	0	0
ASV45317	0	124	0	0	0	0
ASV45318	0	97	0	0	0	0
ASV45319	0	182	0	0	0	0
ASV45320	0	121	0	0	0	0
ASV45321	0	49	0	0	0	0
ASV45322	0	88	0	0	0	0
ASV45323	0	124	0	0	0	0
ASV45324	0	154	0	0	0	0
ASV45325	0	298	0	0	0	0
ASV45326	0	0	143	0	0	0
ASV45327	0	0	180	0	0	0
ASV45328	0	0	198	0	0	0
ASV45329	0	0	180	0	0	0
ASV45330	0	0	95	0	0	0
ASV45331	0	0	132	0	0	0
ASV45332	0	0	53	0	0	0
ASV45333	0	0	244	0	0	0
ASV45334	0	0	395	0	0	0
ASV45335	0	0	263	0	0	0
ASV45336	0	0	73	0	0	0
ASV45337	0	0	180	0	0	0
ASV45338	0	0	38	0	0	0
ASV45339	0	0	180	0	0	0
ASV45340	0	0	180	0	0	0
ASV45341	0	0	117	0	0	0
ASV45342	0	0	180	0	0	0
ASV45343	0	0	117	0	0	0
ASV45344	0	0	148	0	0	0
ASV45345	0	0	144	0	0	0
ASV45346	0	0	180	0	0	0
ASV45347	0	0	395	0	0	0
ASV45348	0	0	211	0	0	0
ASV45349	0	0	135	0	0	0
ASV45350	0	0	117	0	0	0
ASV45351	0	0	99	0	0	0
ASV45352	0	0	263	0	0	0
ASV45353	0	0	198	0	0	0
ASV45354	0	0	158	0	0	0
ASV45355	0	0	180	0	0	0
ASV45356	0	0	180	0	0	0
ASV45357	0	0	395	0	0	0
ASV45358	0	0	64	0	0	0
ASV45359	0	0	180	0	0	0
ASV45360	0	0	135	0	0	0
ASV45361	0	0	102	0	0	0
ASV45362	0	0	210	0	0	0
ASV45363	0	0	263	0	0	0
ASV45364	0	0	395	0	0	0
ASV45365	0	0	180	0	0	0
ASV45366	0	0	180	0	0	0
ASV45367	0	0	350	0	0	0
ASV45368	0	0	198	0	0	0
ASV45369	0	0	180	0	0	0
ASV45370	0	0	395	0	0	0
ASV45371	0	0	198	0	0	0
ASV45372	0	0	0	777	0	0
ASV45373	0	0	0	428	0	0
ASV45374	0	0	0	365	0	0
ASV45375	0	0	0	231	0	0
ASV45376	0	0	0	365	0	0
ASV45377	0	0	0	800	0	0
ASV45378	0	0	0	777	0	0
ASV45379	0	0	0	192	0	0
ASV45380	0	0	0	800	0	0
ASV45381	0	0	0	218	0	0
ASV45382	0	0	0	800	0	0
ASV45383	0	0	0	365	0	0
ASV45384	0	0	0	365	0	0
ASV45385	0	0	0	400	0	0
ASV45386	0	0	0	800	0	0
ASV45387	0	0	0	300	0	0
ASV45388	0	0	0	267	0	0
ASV45389	0	0	0	800	0	0
ASV45390	0	0	0	237	0	0
ASV45392	0	0	0	428	0	0
ASV45393	0	0	0	428	0	0
ASV45394	0	0	0	365	0	0
ASV45395	0	0	0	656	0	0
ASV45396	0	0	0	800	0	0
ASV45397	0	0	0	428	0	0
ASV45398	0	0	0	338	0	0
ASV45399	0	0	0	237	0	0
ASV45400	0	0	0	410	0	0
ASV45401	0	0	0	213	0	0
ASV45402	0	0	0	400	0	0
ASV45403	0	0	0	777	0	0
ASV45404	0	0	0	225	0	0
ASV45405	0	0	0	479	0	0
ASV45406	0	0	0	365	0	0
ASV45407	0	0	0	777	0	0
ASV45408	0	0	0	272	0	0
ASV45409	0	0	0	364	0	0
ASV45410	0	0	0	200	0	0
ASV45411	0	0	0	272	0	0
ASV45412	0	0	0	365	0	0
ASV45413	0	0	0	800	0	0
ASV45414	0	0	0	98	0	0
ASV45415	0	0	0	0	129	0
ASV45416	0	0	0	0	196	0
ASV45417	0	0	0	0	96	0
ASV45418	0	0	0	0	64	0
ASV45419	0	0	0	0	176	0
ASV45420	0	0	0	0	163	0
ASV45421	0	0	0	0	176	0
ASV45422	0	0	0	0	176	0
ASV45423	0	0	0	0	386	0
ASV45424	0	0	0	0	71	0
ASV45425	0	0	0	0	117	0
ASV45426	0	0	0	0	149	0
ASV45427	0	0	0	0	193	0
ASV45428	0	0	0	0	71	0
ASV45429	0	0	0	0	176	0
ASV45430	0	0	0	0	176	0
ASV45431	0	0	0	0	348	0
ASV45432	0	0	0	0	176	0
ASV45433	0	0	0	0	221	0
ASV45434	0	0	0	0	176	0
ASV45435	0	0	0	0	109	0
ASV45436	0	0	0	0	176	0
ASV45437	0	0	0	0	386	0
ASV45438	0	0	0	0	103	0
ASV45439	0	0	0	0	131	0
ASV45440	0	0	0	0	93	0
ASV45441	0	0	0	0	175	0
ASV45442	0	0	0	0	193	0
ASV45443	0	0	0	0	131	0
ASV45444	0	0	0	0	386	0
ASV45445	0	0	0	0	163	0
ASV45446	0	0	0	0	176	0
ASV45447	0	0	0	0	196	0
ASV45448	0	0	0	0	93	0
ASV45449	0	0	0	0	193	0
ASV45450	0	0	0	0	30	0
ASV45451	0	0	0	0	149	0
ASV45452	0	0	0	0	109	0
ASV45453	0	0	0	0	196	0
ASV45454	0	0	0	0	375	0
ASV45455	0	0	0	0	193	0
ASV45456	0	0	0	0	176	0
ASV45457	0	0	0	0	0	0
ASV45458	0	0	0	0	0	110
ASV45459	0	0	0	0	0	105
ASV45460	0	0	0	0	0	205
ASV45461	0	0	0	0	0	162
ASV45462	0	0	0	0	0	257
ASV45463	0	0	0	0	0	206
ASV45464	0	0	0	0	0	114
ASV45465	0	0	0	0	0	374
ASV45466	0	0	0	0	0	192
ASV45467	0	0	0	0	0	128
ASV45468	0	0	0	0	0	103
ASV45469	0	0	0	0	0	191
ASV45470	0	0	0	0	0	176
ASV45471	0	0	0	0	0	176
ASV45472	0	0	0	0	0	71
ASV45473	0	0	0	0	0	71
ASV45474	0	0	0	0	0	144
ASV45475	0	0	0	0	0	93
ASV45476	0	0	0	0	0	114
ASV45477	0	0	0	0	0	195
ASV45478	0	0	0	0	0	103
ASV45479	0	0	0	0	0	206
ASV45480	0	0	0	0	0	149
ASV45481	0	0	0	0	0	121
ASV45482	0	0	0	0	0	176
ASV45483	0	0	0	0	0	128
ASV45484	0	0	0	0	0	103
ASV45485	0	0	0	0	0	128
ASV45486	0	0	0	0	0	131
ASV45487	0	0	0	0	0	93
ASV45488	0	0	0	0	0	0
ASV45489	0	0	0	0	0	0
ASV45490	0	0	0	0	0	0
ASV45491	0	0	0	0	0	0
ASV45492	0	0	0	0	0	0
ASV45493	0	0	0	0	0	0
ASV45494	0	0	0	0	0	0
ASV45495	0	0	0	0	0	0
ASV45496	0	0	0	0	0	0
ASV45497	0	0	0	0	0	0
ASV45498	0	0	0	0	0	0
ASV45499	0	0	0	0	0	0
ASV45500	0	0	0	0	0	0
ASV45501	0	0	0	0	0	0
ASV45502	0	0	0	0	0	0
ASV45503	0	0	0	0	0	0
ASV45504	0	0	0	0	0	0
ASV45505	0	0	0	0	0	0
ASV45506	0	0	0	0	0	0
ASV45507	0	0	0	0	0	0
ASV45508	0	0	0	0	0	0
ASV45509	0	0	0	0	0	0
ASV45510	0	0	0	0	0	0
ASV45511	0	0	0	0	0	0
ASV45512	0	0	0	0	0	0
ASV45513	0	0	0	0	0	0
ASV45514	0	0	0	0	0	0
ASV45515	0	0	0	0	0	0
ASV45516	0	0	0	0	0	0
ASV45517	0	0	0	0	0	0
ASV45518	0	0	0	0	0	0
ASV45519	0	0	0	0	0	0
ASV45520	0	0	0	0	0	0
ASV45521	0	0	0	0	0	0
ASV45522	0	0	0	0	0	0
ASV45523	0	0	0	0	0	0
ASV45524	0	0	0	0	0	0
ASV45525	0	0	0	0	0	0
ASV45526	0	0	0	0	0	0
ASV45527	0	0	0	0	0	0
ASV45528	0	0	0	0	0	0
ASV45529	0	0	0	0	0	0
ASV45530	0	0	0	0	0	0
ASV45531	0	0	0	0	0	0
ASV45532	0	0	0	0	0	0
ASV45533	0	0	0	0	0	0
ASV45534	0	0	0	0	0	0
ASV45535	0	0	0	0	0	0
ASV45536	0	0	0	0	0	0
ASV45537	0	0	0	0	0	0
ASV45538	0	0	0	0	0	0
ASV45539	0	0	0	0	0	0
ASV45540	0	0	0	0	0	0
ASV45541	0	0	0	0	0	0
ASV45542	0	0	0	0	0	0
ASV45543	0	0	0	0	0	0
ASV45544	0	0	0	0	0	0
ASV45545	0	0	0	0	0	0
ASV45547	0	0	0	0	0	0
ASV45548	0	0	0	0	0	0
ASV45549	0	0	0	0	0	0
ASV45550	0	0	0	0	0	0
ASV45551	0	0	0	0	0	0
ASV45552	0	0	0	0	0	0
ASV45553	0	0	0	0	0	0
ASV45554	0	0	0	0	0	0
ASV45555	0	0	0	0	0	0
ASV45556	0	0	0	0	0	0
ASV45557	0	0	0	0	0	0
ASV45558	0	0	0	0	0	0
ASV45559	0	0	0	0	0	0
ASV45560	0	0	0	0	0	0
ASV45561	0	0	0	0	0	0
ASV45562	0	0	0	0	0	0
ASV45563	0	0	0	0	0	0
ASV45564	0	0	0	0	0	0
ASV45565	0	0	0	0	0	0
ASV45566	0	0	0	0	0	0
ASV45567	0	0	0	0	0	0
ASV45568	0	0	0	0	0	0
ASV45569	0	0	0	0	0	0
ASV45570	0	0	0	0	0	0
ASV45571	0	0	0	0	0	0
ASV45572	0	0	0	0	0	0
ASV45573	0	0	0	0	0	0
ASV45574	0	0	0	0	0	0
ASV45575	0	0	0	0	0	0
ASV45576	0	0	0	0	0	0
ASV45577	0	0	0	0	0	0
ASV45578	0	0	0	0	0	0
ASV45579	0	0	0	0	0	0
ASV45580	0	0	0	0	0	0
ASV45581	0	0	0	0	0	0
ASV45582	0	0	0	0	0	0
ASV45583	0	0	0	0	0	0
ASV45584	0	0	0	0	0	0
ASV45585	0	0	0	0	0	0
ASV45586	0	0	0	0	0	0
ASV45587	0	0	0	0	0	0
ASV45588	0	0	0	0	0	0
ASV45589	0	0	0	0	0	0
ASV45590	0	0	0	0	0	0
ASV45591	0	0	0	0	0	0
ASV45592	0	0	0	0	0	0
ASV45593	0	0	0	0	0	0
ASV45594	0	0	0	0	0	0
ASV45595	0	0	0	0	0	0
ASV45596	0	0	0	0	0	0
ASV45598	0	0	0	0	0	0
ASV45599	0	0	0	0	0	0
ASV45600	0	0	0	0	0	0
ASV45601	0	0	0	0	0	0
ASV45602	0	0	0	0	0	0
ASV45603	0	0	0	0	0	0
ASV45604	0	0	0	0	0	0
ASV45605	0	0	0	0	0	0
ASV45606	0	0	0	0	0	0
ASV45607	0	0	0	0	0	0
ASV45608	0	0	0	0	0	0
ASV45609	0	0	0	0	0	0
ASV45610	0	0	0	0	0	0
ASV45611	0	0	0	0	0	0
ASV45612	0	0	0	0	0	0
ASV45613	0	0	0	0	0	0
ASV45614	0	0	0	0	0	0
ASV45615	0	0	0	0	0	0
ASV45616	0	0	0	0	0	0
ASV45617	0	0	0	0	0	0
ASV45618	0	0	0	0	0	0
ASV45619	0	0	0	0	0	0
ASV45620	0	0	0	0	0	0
ASV45621	0	0	0	0	0	0
ASV45622	0	0	0	0	0	0
ASV45623	0	0	0	0	0	0
ASV45624	0	0	0	0	0	0
ASV45625	0	0	0	0	0	0
ASV45626	0	0	0	0	0	0
ASV45627	0	0	0	0	0	0
ASV45628	0	0	0	0	0	0
ASV45629	0	0	0	0	0	0
ASV45630	0	0	0	0	0	0
ASV45631	0	0	0	0	0	0
ASV45632	0	0	0	0	0	0
ASV45633	0	0	0	0	0	0
ASV45634	0	0	0	0	0	0
ASV45635	0	0	0	0	0	0
ASV45636	0	0	0	0	0	0
ASV45637	0	0	0	0	0	0
ASV45638	0	0	0	0	0	0
ASV45639	0	0	0	0	0	0
ASV45640	0	0	0	0	0	0
ASV45641	0	0	0	0	0	0
ASV45642	0	0	0	0	0	0
ASV45643	0	0	0	0	0	0
ASV45644	0	0	0	0	0	0
ASV45645	0	0	0	0	0	0
ASV45646	0	0	0	0	0	0
ASV45647	0	0	0	0	0	0
ASV45648	0	0	0	0	0	0
ASV45649	0	0	0	0	0	0
ASV45650	0	0	0	0	0	0
ASV45651	0	0	0	0	0	0
ASV45652	0	0	0	0	0	0
ASV45653	0	0	0	0	0	0
ASV45654	0	0	0	0	0	0
ASV45655	0	0	0	0	0	0
ASV45656	0	0	0	0	0	0
ASV45657	0	0	0	0	0	0
ASV45658	0	0	0	0	0	0
ASV45659	0	0	0	0	0	0
ASV45660	0	0	0	0	0	0
ASV45661	0	0	0	0	0	0
ASV45662	0	0	0	0	0	0
ASV45663	0	0	0	0	0	0
ASV45664	0	0	0	0	0	0
ASV45665	0	0	0	0	0	0
ASV45666	0	0	0	0	0	0
ASV45667	0	0	0	0	0	0
ASV45668	0	0	0	0	0	0
ASV45669	0	0	0	0	0	0
ASV45670	0	0	0	0	0	0
ASV45671	0	0	0	0	0	0
ASV45672	0	0	0	0	0	0
ASV45673	0	0	0	0	0	0
ASV45674	0	0	0	0	0	0
ASV45675	0	0	0	0	0	0
ASV45676	0	0	0	0	0	0
ASV45677	0	0	0	0	0	0
ASV45679	0	0	0	0	0	0
ASV45680	0	0	0	0	0	0
ASV45681	0	0	0	0	0	0
ASV45682	0	0	0	0	0	0
ASV45683	0	0	0	0	0	0
ASV45684	0	0	0	0	0	0
ASV45685	0	0	0	0	0	0
ASV45686	0	0	0	0	0	0
ASV45687	0	0	0	0	0	0
ASV45688	0	0	0	0	0	0
ASV45689	0	0	0	0	0	0
ASV45690	0	0	0	0	0	0
ASV45691	0	0	0	0	0	0
ASV45692	0	0	0	0	0	0
ASV45693	0	0	0	0	0	0
ASV45694	0	0	0	0	0	0
ASV45695	0	0	0	0	0	0
ASV45696	0	0	0	0	0	0
ASV45697	0	0	0	0	0	0
ASV45698	0	0	0	0	0	0
ASV45699	0	0	0	0	0	0
ASV45700	0	0	0	0	0	0
ASV45701	0	0	0	0	0	0
ASV45702	0	0	0	0	0	0
ASV45703	0	0	0	0	0	0
ASV45704	0	0	0	0	0	0
ASV45705	0	0	0	0	0	0
ASV45706	0	0	0	0	0	0
ASV45707	0	0	0	0	0	0
ASV45708	0	0	0	0	0	0
ASV45709	0	0	0	0	0	0
ASV45710	0	0	0	0	0	0
ASV45711	0	0	0	0	0	0
ASV45712	0	0	0	0	0	0
ASV45713	0	0	0	0	0	0
ASV45714	0	0	0	0	0	0
ASV45715	0	0	0	0	0	0
ASV45716	0	0	0	0	0	0
ASV45717	0	0	0	0	0	0
ASV45718	0	0	0	0	0	0
ASV45719	0	0	0	0	0	0
ASV45720	0	0	0	0	0	0
ASV45721	0	0	0	0	0	0
ASV45722	0	0	0	0	0	0
ASV45723	0	0	0	0	0	0
ASV45724	0	0	0	0	0	0
ASV45725	0	0	0	0	0	0
ASV45726	0	0	0	0	0	0
ASV45727	0	0	0	0	0	0
ASV45728	0	0	0	0	0	0
ASV45729	0	0	0	0	0	0
ASV45730	0	0	0	0	0	0
ASV45731	0	0	0	0	0	0
ASV45732	0	0	0	0	0	0
ASV45733	0	0	0	0	0	0
ASV45734	0	0	0	0	0	0
ASV45735	0	0	0	0	0	0
ASV45736	0	0	0	0	0	0
ASV45737	0	0	0	0	0	0
ASV45738	0	0	0	0	0	0
ASV45739	0	0	0	0	0	0
ASV45740	0	0	0	0	0	0
ASV45741	0	0	0	0	0	0
ASV45742	0	0	0	0	0	0
ASV45743	0	0	0	0	0	0
ASV45744	0	0	0	0	0	0
ASV45745	0	0	0	0	0	0
ASV45746	0	0	0	0	0	0
ASV45747	0	0	0	0	0	0
ASV45748	0	0	0	0	0	0
ASV45749	0	0	0	0	0	0
ASV45750	0	0	0	0	0	0
ASV45751	0	0	0	0	0	0
ASV45753	0	0	0	0	0	0
ASV45754	0	0	0	0	0	0
ASV45755	0	0	0	0	0	0
ASV45756	0	0	0	0	0	0
ASV45757	0	0	0	0	0	0
ASV45758	0	0	0	0	0	0
ASV45759	0	0	0	0	0	0
ASV45760	0	0	0	0	0	0
ASV45761	0	0	0	0	0	0
ASV45762	0	0	0	0	0	0
ASV45763	0	0	0	0	0	0
ASV45764	0	0	0	0	0	0
ASV45765	0	0	0	0	0	0
ASV45766	0	0	0	0	0	0
ASV45767	0	0	0	0	0	0
ASV45768	0	0	0	0	0	0
ASV45769	0	0	0	0	0	0
ASV45770	0	0	0	0	0	0
ASV45771	0	0	0	0	0	0
ASV45772	0	0	0	0	0	0
ASV45773	0	0	0	0	0	0
ASV45774	0	0	0	0	0	0
ASV45775	0	0	0	0	0	0
ASV45776	0	0	0	0	0	0
ASV45777	0	0	0	0	0	0
ASV45778	0	0	0	0	0	0
ASV45779	0	0	0	0	0	0
ASV45780	0	0	0	0	0	0
ASV45781	0	0	0	0	0	0
ASV45782	0	0	0	0	0	0
ASV45783	0	0	0	0	0	0
ASV45784	0	0	0	0	0	0
ASV45785	0	0	0	0	0	0
ASV45786	0	0	0	0	0	0
ASV45787	0	0	0	0	0	0
ASV45788	0	0	0	0	0	0
ASV45789	0	0	0	0	0	0
ASV45790	0	0	0	0	0	0
ASV45792	0	0	0	0	0	0
ASV45793	0	0	0	0	0	0
ASV45794	0	0	0	0	0	0
ASV45795	0	0	0	0	0	0
ASV45796	0	0	0	0	0	0
ASV45797	0	0	0	0	0	0
ASV45798	0	0	0	0	0	0
ASV45799	0	0	0	0	0	0
ASV45800	0	0	0	0	0	0
ASV45801	0	0	0	0	0	0
ASV45802	0	0	0	0	0	0
ASV45803	0	0	0	0	0	0
ASV45804	0	0	0	0	0	0
ASV45805	0	0	0	0	0	0
ASV45806	0	0	0	0	0	0
ASV45807	0	0	0	0	0	0
ASV45808	0	0	0	0	0	0
ASV45809	0	0	0	0	0	0
ASV45810	0	0	0	0	0	0
ASV45811	0	0	0	0	0	0
ASV45812	0	0	0	0	0	0
ASV45813	0	0	0	0	0	0
ASV45814	0	0	0	0	0	0
ASV45815	0	0	0	0	0	0
ASV45816	0	0	0	0	0	0
ASV45817	0	0	0	0	0	0
ASV45818	0	0	0	0	0	0
ASV45819	0	0	0	0	0	0
ASV45820	0	0	0	0	0	0
ASV45821	0	0	0	0	0	0
ASV45822	0	0	0	0	0	0
ASV45823	0	0	0	0	0	0
ASV45824	0	0	0	0	0	0
ASV45825	0	0	0	0	0	0
ASV45826	0	0	0	0	0	0
ASV45827	0	0	0	0	0	0
ASV45828	0	0	0	0	0	0
ASV45829	0	0	0	0	0	0
ASV45830	0	0	0	0	0	0
ASV45831	0	0	0	0	0	0
ASV45832	0	0	0	0	0	0
ASV45833	0	0	0	0	0	0
ASV45834	0	0	0	0	0	0
ASV45835	0	0	0	0	0	0
ASV45836	0	0	0	0	0	0
ASV45837	0	0	0	0	0	0
ASV45838	0	0	0	0	0	0
ASV45839	0	0	0	0	0	0
ASV45840	0	0	0	0	0	0
ASV45841	0	0	0	0	0	0
ASV45842	0	0	0	0	0	0
ASV45843	0	0	0	0	0	0
ASV45844	0	0	0	0	0	0
ASV45845	0	0	0	0	0	0
ASV45846	0	0	0	0	0	0
ASV45847	0	0	0	0	0	0
ASV45848	0	0	0	0	0	0
ASV45849	0	0	0	0	0	0
ASV45850	0	0	0	0	0	0
ASV45851	0	0	0	0	0	0
ASV45852	0	0	0	0	0	0
ASV45853	0	0	0	0	0	0
ASV45854	0	0	0	0	0	0
ASV45855	0	0	0	0	0	0
ASV45856	0	0	0	0	0	0
ASV45857	0	0	0	0	0	0
ASV45858	0	0	0	0	0	0
ASV45859	0	0	0	0	0	0
ASV45860	0	0	0	0	0	0
ASV45861	0	0	0	0	0	0
ASV45862	0	0	0	0	0	0
ASV45863	0	0	0	0	0	0
ASV45864	0	0	0	0	0	0
ASV45865	0	0	0	0	0	0
ASV45866	0	0	0	0	0	0
ASV45867	0	0	0	0	0	0
ASV45868	0	0	0	0	0	0
ASV45869	0	0	0	0	0	0
ASV45870	0	0	0	0	0	0
ASV45871	0	0	0	0	0	0
ASV45872	0	0	0	0	0	0
ASV45873	0	0	0	0	0	0
ASV45874	0	0	0	0	0	0
ASV45875	0	0	0	0	0	0
ASV45876	0	0	0	0	0	0
ASV45877	0	0	0	0	0	0
ASV45878	0	0	0	0	0	0
ASV45879	0	0	0	0	0	0
ASV45880	0	0	0	0	0	0
ASV45881	0	0	0	0	0	0
ASV45882	0	0	0	0	0	0
ASV45883	0	0	0	0	0	0
ASV45884	0	0	0	0	0	0
ASV45885	0	0	0	0	0	0
ASV45886	0	0	0	0	0	0
ASV45887	0	0	0	0	0	0
ASV45888	0	0	0	0	0	0
ASV45889	0	0	0	0	0	0
ASV45890	0	0	0	0	0	0
ASV45891	0	0	0	0	0	0
ASV45892	0	0	0	0	0	0
ASV45893	0	0	0	0	0	0
ASV45894	0	0	0	0	0	0
ASV45895	0	0	0	0	0	0
ASV45896	0	0	0	0	0	0
ASV45897	0	0	0	0	0	0
ASV45898	0	0	0	0	0	0
ASV45899	0	0	0	0	0	0
ASV45900	0	0	0	0	0	0
ASV45901	0	0	0	0	0	0
ASV45902	0	0	0	0	0	0
ASV45903	0	0	0	0	0	0
ASV45904	0	0	0	0	0	0
ASV45905	0	0	0	0	0	0
ASV45906	0	0	0	0	0	0
ASV45907	0	0	0	0	0	0
ASV45908	0	0	0	0	0	0
ASV45909	0	0	0	0	0	0
ASV45910	0	0	0	0	0	0
ASV45911	0	0	0	0	0	0
ASV45912	0	0	0	0	0	0
ASV45913	0	0	0	0	0	0
ASV45914	0	0	0	0	0	0
ASV45915	0	0	0	0	0	0
ASV45916	0	0	0	0	0	0
ASV45917	0	0	0	0	0	0
ASV45918	0	0	0	0	0	0
ASV45919	0	0	0	0	0	0
ASV45920	0	0	0	0	0	0
ASV45921	0	0	0	0	0	0
ASV45922	0	0	0	0	0	0
ASV45923	0	0	0	0	0	0
ASV45924	0	0	0	0	0	0
ASV45925	0	0	0	0	0	0
ASV45926	0	0	0	0	0	0
ASV45927	0	0	0	0	0	0
ASV45928	0	0	0	0	0	0
ASV45929	0	0	0	0	0	0
ASV45930	0	0	0	0	0	0
ASV45931	0	0	0	0	0	0
ASV45932	0	0	0	0	0	0
ASV45933	0	0	0	0	0	0
ASV45934	0	0	0	0	0	0
ASV45935	0	0	0	0	0	0
ASV45936	0	0	0	0	0	0
ASV45937	0	0	0	0	0	0
ASV45938	0	0	0	0	0	0
ASV45939	0	0	0	0	0	0
ASV45940	0	0	0	0	0	0
ASV45941	0	0	0	0	0	0
ASV45942	0	0	0	0	0	0
ASV45943	0	0	0	0	0	0
ASV45944	0	0	0	0	0	0
ASV45945	0	0	0	0	0	0
ASV45946	0	0	0	0	0	0
ASV45947	0	0	0	0	0	0
ASV45948	0	0	0	0	0	0
ASV45949	0	0	0	0	0	0
ASV45950	0	0	0	0	0	0
ASV45951	0	0	0	0	0	0
ASV45952	0	0	0	0	0	0
ASV45953	0	0	0	0	0	0
ASV45954	0	0	0	0	0	0
ASV45955	0	0	0	0	0	0
ASV45956	0	0	0	0	0	0
ASV45957	0	0	0	0	0	0
ASV45958	0	0	0	0	0	0
ASV45959	0	0	0	0	0	0
ASV45960	0	0	0	0	0	0
ASV45961	0	0	0	0	0	0
ASV45962	0	0	0	0	0	0
ASV45963	0	0	0	0	0	0
ASV45964	0	0	0	0	0	0
ASV45965	0	0	0	0	0	0
ASV45966	0	0	0	0	0	0
ASV45967	0	0	0	0	0	0
ASV45968	0	0	0	0	0	0
ASV45969	0	0	0	0	0	0
ASV45970	0	0	0	0	0	0
ASV45971	0	0	0	0	0	0
ASV45972	0	0	0	0	0	0
ASV45973	0	0	0	0	0	0
ASV45974	0	0	0	0	0	0
ASV45975	0	0	0	0	0	0
ASV45976	0	0	0	0	0	0
ASV45977	0	0	0	0	0	0
ASV45978	0	0	0	0	0	0
ASV45979	0	0	0	0	0	0
ASV45980	0	0	0	0	0	0
ASV45981	0	0	0	0	0	0
ASV45982	0	0	0	0	0	0
ASV45983	0	0	0	0	0	0
ASV45984	0	0	0	0	0	0
ASV45985	0	0	0	0	0	0
ASV45986	0	0	0	0	0	0
ASV45987	0	0	0	0	0	0
ASV45988	0	0	0	0	0	0
ASV45989	0	0	0	0	0	0
ASV45990	0	0	0	0	0	0
ASV45991	0	0	0	0	0	0
ASV45992	0	0	0	0	0	0
ASV45993	0	0	0	0	0	0
ASV45994	0	0	0	0	0	0
ASV45995	0	0	0	0	0	0
ASV45996	0	0	0	0	0	0
ASV45997	0	0	0	0	0	0
ASV45998	0	0	0	0	0	0
ASV45999	0	0	0	0	0	0
ASV46000	0	0	0	0	0	0
ASV46001	0	0	0	0	0	0
ASV46002	0	0	0	0	0	0
ASV46003	0	0	0	0	0	0
ASV46004	0	0	0	0	0	0
ASV46005	0	0	0	0	0	0
ASV46006	0	0	0	0	0	0
ASV46007	0	0	0	0	0	0
ASV46008	0	0	0	0	0	0
ASV46009	0	0	0	0	0	0
ASV46010	0	0	0	0	0	0
ASV46011	0	0	0	0	0	0
ASV46012	0	0	0	0	0	0
ASV46013	0	0	0	0	0	0
ASV46014	0	0	0	0	0	0
ASV46015	0	0	0	0	0	0
ASV46016	0	0	0	0	0	0
ASV46017	0	0	0	0	0	0
ASV46018	0	0	0	0	0	0
ASV46019	0	0	0	0	0	0
ASV46020	0	0	0	0	0	0
ASV46021	0	0	0	0	0	0
ASV46022	0	0	0	0	0	0
ASV46023	0	0	0	0	0	0
ASV46024	0	0	0	0	0	0
ASV46025	0	0	0	0	0	0
ASV46026	0	0	0	0	0	0
ASV46027	0	0	0	0	0	0
ASV46028	0	0	0	0	0	0
ASV46029	0	0	0	0	0	0
ASV46030	0	0	0	0	0	0
ASV46031	0	0	0	0	0	0
ASV46032	0	0	0	0	0	0
ASV46033	0	0	0	0	0	0
ASV46034	0	0	0	0	0	0
ASV46035	0	0	0	0	0	0
ASV46036	0	0	0	0	0	0
ASV46037	0	0	0	0	0	0
ASV46038	0	0	0	0	0	0
ASV46039	0	0	0	0	0	0
ASV46040	0	0	0	0	0	0
ASV46041	0	0	0	0	0	0
ASV46042	0	0	0	0	0	0
ASV46043	0	0	0	0	0	0
ASV46044	0	0	0	0	0	0
ASV46045	0	0	0	0	0	0
ASV46046	0	0	0	0	0	0
ASV46047	0	0	0	0	0	0
ASV46048	0	0	0	0	0	0
ASV46049	0	0	0	0	0	0
ASV46050	0	0	0	0	0	0
ASV46051	0	0	0	0	0	0
ASV46052	0	0	0	0	0	0
